reward/env_8,reward/env_0,reward/env_1,reward/env_2,reward/env_3,reward/env_4,reward/env_5,reward/env_6,reward/env_7,reward/env_9,reward/env_10,reward/env_11,reward/env_12,reward/env_13,reward/env_14,reward/env_15,train/entropy_loss,train/clip_range,train/value_loss,train/std,train/loss,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,eval/success_rate
,,,,,,1199.0043002297764,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1248.874713137749,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1196.4827323307209,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1236.6349799025124,,,,,,-4.570499547943473,0.2,8315.448014831543,0.5475428104400635,1659.627685546875,0.0003,0.0059158783,0.0828521728515625,0.6094490587711334,-0.0025854037608041835,1580,,,,
,,1175.0035793125758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181.3653672683697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,966.4987773526194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1205.6434870470346,,,,,,,,,,,,,,,,
,,,,959.0955310807851,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,911.5143054576271,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1205.779997013377,,,,,,,,,,,,,,,
,,,,,1211.610897362812,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1184.8588783874713,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1227.0147840779057,,,,,,,,,,,,,,,,,,,,,
,,,1178.4745622343692,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1159.5252209681616,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1163.0535331932485,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1196.3648758408613,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1204.0161302608133,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1186.6235631375275,,,,,,,,,,,,,,,,,,,,
1190.3994603652366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1227.186888158471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1170.4735517843972,,,,,,,,,,,,,,,,,,,,,,,,,,
,1199.0940764206941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1196.363748705366,,,,,,,,,,,,,,,,
,,,,,,,,1187.3452890373699,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1179.3365457209743,,,,,,,,,,,,,,,
,,,,,1156.9563863494038,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.01499872,51.58,5184000,0.97
,,,,,,,1204.3861181100842,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1224.0792228254043,,,,,,,,,,,,,,,,,,,
,,,,,,1196.119710153795,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1227.790989060047,,,,,,,,,,,,,,,,,,,,,
,,,1228.6979682633032,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1201.4003598613913,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1189.344272575096,,,,,,,,,,,,,,,,,,
,,,,1171.1724902327587,,,,,,,,,,,,,,,,,,,,,,,,,,
1183.0461882106206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1241.3324970472997,,,,,,,,,,,,,,,,,,,,
,,1192.3897441729107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1181.356468302802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1226.6076173769918,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1216.8473640660948,,,,,,,,,,,,,,,
,,,,,,,,1216.4197680922143,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1144.333174227082,,,,,,,,,,,,,,,,,
,,,,,1236.409994813173,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1162.7704216215675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1146.7770910646643,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1190.4061010118432,,,,,,,,,,,,,,,,,,,
,,,,,,,1020.4489008591563,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1191.634342386667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,981.4037753148352,,,,,,,,,,,,,,,,,,
,,,,1200.6997475101682,,,,,,,,,,,,,,,,,,,,,,,,,,
1183.2021906783098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1178.0939392082923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1209.89272808757,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1144.0641828147404,,,,,,,,,,,,,,,
,1190.3450662704688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1175.3352581372042,,,,,,,,,,,,,,,,
,,,,,,,,,1131.4801119802312,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1163.188320536337,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1170.6535020491106,,,,,,,,,,,,,,,,,
,,,,,971.144661593474,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1157.5307503977679,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,999.6048581830422,,,,,,,,,,,,,,,,,,,
,,,1241.538247590906,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1194.205607544041,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1175.5894179689672,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1209.5398546789318,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1153.9444628812987,,,,,,,,,,,,,,,
1192.9485089637105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,962.6767267891037,,,,,,,,,,,,,,,,,,,,
,,980.9268297819584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1205.1837948548462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1181.335153614221,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1207.7241344562515,,,,,,,,,,,,,,,,
,,,,,,,,1184.2393066996246,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1207.8167077840967,,,,,,,,,,,,,,,,,,,,,
,,,,,1197.1496335245683,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1163.2185475962524,,,,,,,,,,,,,,,,,,,
,,,,,,,979.1359972757797,,,,,,,,,,,,,,,,,,,,,,,
,,,1220.9857726607252,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1217.0550572775212,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1184.9219964127544,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1152.8568144561004,,,,,,,,,,,,,,,,,,,,
963.0705636905763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1215.735584627729,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1181.2980980228995,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1172.5996257237853,,,,,,,,,,,,,,,,,
,,1244.3472947663759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1217.2202502554844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1189.8872258711026,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,968.2494821830682,,,,,,,,,,,,,,,,
,,,,,,,,1209.7024158388933,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,987.2952029936916,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1206.7382115051785,,,,,,,,,,,,,,,,,,,
,,,,,,,1209.9809948374111,,,,,,,,,,,,,,,,,,,,,,,
,,,1026.9068345006935,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,997.3955868002189,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,986.1322326358347,,,,,,,,,,,,,,,,,,,,
,,,,1025.4459156137746,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1155.9012978691896,,,,,,,,,,,,,,,
1186.9639513890313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1200.7061480794623,,,,,,,,,,,,,,,,,,
,1164.9420283089453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1179.9970446016614,,,,,,,,,,,,,,,,,
,,1005.8988431492892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1196.6098330132722,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1192.421163098218,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1204.4703210950806,,,,,,,,,,,,,,,,
,,,,,,,,,1201.2871338352572,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1208.1593554948129,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1229.4383815243996,,,,,,,,,,,,,,,,,,,
,,,,,,1204.4403573717161,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1168.3564661883588,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1185.2915020214828,,,,,,,,,,,,,,,
,,,1211.5188836163488,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1197.9140151796635,,,,,,,,,,,,,,,,,,,,,,,,,,
1202.1011233491863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1201.851553321479,,,,,,,,,,,,,,,,,,
,1210.3330803094557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,951.2266904137596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1169.7524546970951,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,988.7467440585781,,,,,,,,,,,,,,,,,
,,,,,,,,,1202.3590504461295,,,,,,,,,,,,,,,,,,,,,
,,,,,1216.691916047838,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1234.8808007755772,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1222.7330683365985,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,992.8379679174828,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1194.740070703165,,,,,-4.580011197552085,0.2,6666.182197284698,0.551109254360199,1262.85498046875,0.0003,0.01325294,0.1750244140625,0.46483778953552246,0.002105053029845294,1590,,,,
,,,,,,,,,,,,,,,960.1826355303963,,,,,,,,,,,,,,,
,,,,,,1172.4055578692503,,,,,,,,,,,,,,,,,,,,,,,,
,1153.4314454955463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,989.0151946164285,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,898.4772490598809,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1157.9010916530372,,,,,,,,,,,,,,,,
1236.541101926445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1234.4520052542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,773.6924815645641,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1163.668914028628,,,,,,,,,,,,,,,,,
,,,,,988.0112164175667,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,967.1783427224427,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1232.016863730399,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1163.522829754005,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1145.7302085584408,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,964.0217435127921,,,,,,,,,,,,,,,,,,,
,,,,,,873.4825649744325,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,983.4958410797842,,,,,,,,,,,,,,,
,1211.4583164081482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1187.691922651997,,,,,,,,,,,,,,,,,,,,,,,,,,,
676.7430211653567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1236.8054319435996,,,,,,,,,,,,,,,,
,,,,936.4272880074325,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1167.0189160980678,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1168.9577123121662,,,,,,,,,,,,,,,,,,,,,
,,998.9586270384756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1001.9084883333256,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1246.4595508538282,,,,,,,,,,,,,,,,,
,,,,,,,,731.5105109667929,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,971.5592989021959,,,,,,,,,,,,,,,,,,,,
,,,,,,,1158.0992939896526,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1201.8929613401938,,,,,,,,,,,,,,,,,,,,,,,,
1190.6179045934437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1192.7552004971972,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,982.5240028888744,,,,,,,,,,,,,,,
,,,986.6721824986296,,,,,,,,,,,,,,,,,,,,,,,,,,,
,701.6991265768023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1168.538004942886,,,,,,,,,,,,,,,,,
,,,,,,,,,963.2843086231271,,,,,,,,,,,,,,,,,,,,,
,,,,,1217.5767545951855,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1239.6902453103176,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1213.9306654162676,,,,,,,,,,,,,,,,,,
,,769.2982016543181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,962.2447804461796,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1208.70422810578,,,,,,,,,,,,,,,,,,,,,,
1183.9936559666653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1197.6992820106475,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1242.639037323636,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1199.1876081070986,,,,,,,,,,,,,,,
,,,,,,,,,,,1206.1967840890247,,,,,,,,,,,,,,,,,,,
,,,,,,1179.1999380214388,,,,,,,,,,,,,,,,,,,,,,,,
,,,1167.0938260948938,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,925.0836498072955,,,,,,,,,,,,,,,,
,987.6204201291628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1188.8419092360457,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1203.2697849253452,,,,,,,,,,,,,,,,,
,,933.2096522270024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1231.408719194023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1240.297260150793,,,,,,,,,,,,,,,,,,
,,,,1233.206075052894,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,943.3934722480459,,,,,,,,,,,,,,,,,,,,,,
1210.0644561661693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1181.2821512501346,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,730.5555149751233,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,963.427817555775,,,,,,,,,,,,,,,
,,,,,,967.7986274697623,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1202.1533600105656,,,,,,,,,,,,,,,,,,,,
,,,1000.1788710764382,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1162.3216804584754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1158.9405816412393,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,947.464261267628,,,,,,,,,,,,,,,,,
,,,,,,,,,1195.6517087848408,,,,,,,,,,,,,,,,,,,,,
,,,,,929.2443112906919,,,,,,,,,,,,,,,,,,,,,,,,,
,,979.4665539476522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1169.4734471180595,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1171.6745395959672,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,988.7362112651792,,,,,,,,,,,,,,,,,,
,,,,,,,1166.2081175321587,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,927.9379625288115,,,,,,,,,,,,,,,
1198.4215048178364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1163.458636677058,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1177.5745923329118,,,,,,,,,,,,,,,,,,,,
,1158.8251810415939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,772.6620038421992,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,981.76651972,56.23,5232000,0.83
,,,1198.3793910199988,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1196.9304376479845,,,,,,,,,,,,,,,,
,,,,1178.9299727501316,,,,,,,,,,,,,,,,,,,,,,,,,,
,,975.7665321786444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1180.7088475611936,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1226.16212003422,,,,,,,,,,,,,,,,,
,,,,,,,,1210.329714648706,,,,,,,,,,,,,,,,,,,,,,
,,,,,767.0002578428896,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,725.288399540156,,,,,,,,,,,,,,,,,,
,,,,,,,977.5021127574719,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1170.7920902368774,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1209.745370749142,,,,,,,,,,,,,,,
1220.7053053729348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,957.25364993514,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1217.9206439291593,,,,,,,,,,,,,,,,,,,,
,780.3033791929713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,983.8747444880157,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1194.7964131382666,,,,,,,,,,,,,,,,
,,,,,,,,937.6627560445552,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1206.4698816370892,,,,,,,,,,,,,,,,,
,,,,,,,,,1207.3505821911506,,,,,,,,,,,,,,,,,,,,,
,,,,1224.4421267648083,,,,,,,,,,,,,,,,,,,,,,,,,,
,,988.1522675584441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1224.5783094107496,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1190.3240097339215,,,,,,,,,,,,,,,,,,
,,,,,,,1190.771131040691,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1175.7836353625946,,,,,,,,,,,,,,,,,,,
,658.0571355196153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979.6020617609183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,994.8314535575173,,,,,,,,,,,,,,,
,,,,,,,,,,1203.0035577845792,,,,,,,,,,,,,,,,,,,,
,,,798.3820040546232,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,958.9545267963033,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,731.7315242896905,,,,,,,,,,,,,,,,
,,,,,,,,,958.4558515204926,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1170.4848999195042,,,,,,,,,,,,,,,,,,,,,,
,,1148.3358438131947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1214.1590570690598,,,,,,,,,,,,,,,,,
,,,,1211.6361300111248,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,967.0744042713077,,,,,,,,,,,,,,,,,,
,,,,,959.4736423414331,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,991.8116007239394,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1216.0661416870794,,,,,-4.585095626115799,0.2,15981.510747146607,0.5500836372375488,6680.3828125,0.0003,0.008333565,0.1129486083984375,0.36202532052993774,-0.006325494536031329,1600,,,,
,,,1150.9115595480102,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220.3870010952003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,811.8514595227292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1177.1601111868338,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,767.4070025779647,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1184.0474492131507,,,,,,,,,,,,,,,,
,,,,,,,,,,992.9106842758636,,,,,,,,,,,,,,,,,,,,
,,,,,,,,971.9727152828275,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1153.2731743864765,,,,,,,,,,,,,,,,,,
,,,,,,,,,1224.9695318764343,,,,,,,,,,,,,,,,,,,,,
,,1206.6582727222053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1191.8131099879529,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1221.076370254103,,,,,,,,,,,,,,,,,
,,,,,1187.2493582488178,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,960.8779876120379,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1188.266229986201,,,,,,,,,,,,,,,,,,,
,,,949.4069783412151,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187.4606826449683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1188.5649806094548,,,,,,,,,,,,,,,,,,,,,,,,
,1013.3742449086589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1195.4366042805284,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1199.661807527876,,,,,,,,,,,,,,,,
,,,,,,,,,,1163.2807070089345,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1204.0203374970606,,,,,,,,,,,,,,,,,,,,,,
,,,,1203.574243019333,,,,,,,,,,,,,,,,,,,,,,,,,,
,,971.5758393862155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1230.6793955297426,,,,,,,,,,,,,,,,,,
,,,,,,,,,1203.54937217291,,,,,,,,,,,,,,,,,,,,,
,,,,,1182.745467968301,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1221.2963845941267,,,,,,,,,,,,,,,,,
,,,,,,,1197.6448886780568,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948.9303006052794,,,,,,,,,,,,,,,,,,,
,,,993.908504285351,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1158.8126475439078,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1157.7950548491244,,,,,,,,,,,,,,,
1219.297910012611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,973.6552061101468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1172.365169405062,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1010.4529270627575,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1186.4187541528295,,,,,,,,,,,,,,,,,,
,,,,,,,,1178.524852462541,,,,,,,,,,,,,,,,,,,,,,
,,,,1189.8909187010381,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1217.8418465803613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1162.1835353285524,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,986.9230426863996,,,,,,,,,,,,,,,,,,,,,
,,,,,,,951.3739153574663,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1003.5954357681742,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1214.7142680953752,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1192.1205441687703,,,,,,,,,,,,,,,
1177.6345871139788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1201.2612488648597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,947.6009058097792,,,,,,,,,,,,,,,,,,,,,,,,
,1190.5997192410014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1210.154306142513,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,956.0918947247122,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1179.7471919208401,,,,,,,,,,,,,,,,,,
,,,,,,,,1240.1783021334372,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1180.3633030936992,,,,,,,,,,,,,,,,,,,,,
,,,,,1218.7047504135908,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1185.2998540015394,,,,,,,,,,,,,,,,,
,,,,1224.0063043775185,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1272.397302765805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1225.4542238583497,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1191.579175407162,,,,,,,,,,,,,,,,,,,
,,,1216.76870896953,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200.670383916074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1204.1307095037507,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1228.039249173421,,,,,,,,,,,,,,,
,,,,,,,,,,1188.802568097802,,,,,,,,,,,,,,,,,,,,
,1214.6205184438275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1208.3439370417898,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1218.5995523350623,,,,,,,,,,,,,,,,,,
,,,,,,,,1193.1931743376622,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1174.094322115988,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1195.016510869476,,,,,,,,,,,,,,,,,,,,,
,,,,1206.586643231879,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1171.6207915746725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1204.7575096495282,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1176.7432349213748,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1200.3847466801888,,,,,,,,,,,,,,,,,
,,,1005.035199335359,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1186.6562827702721,,,,,,,,,,,,,,,
,,,,,,1223.5186097527594,,,,,,,,,,,,,,,,,,,,,,,,
1004.2816577818205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1190.9183796674972,,,,,,,,,,,,,,,,,,,,
,983.5673584334869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1159.4056408639747,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1216.489076853712,,,,,,,,,,,,,,,,,,
,,,,,,,1205.9168169427114,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1140.881226762525,,,,,,,,,,,,,,,,,,,
,,,,,,,,1006.5046472547405,,,,,,,,,,,,,,,,,,,,,,
,,,,1208.7971701037425,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1183.3477886359146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
