reward/env_0,reward/env_1,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/std,train/loss,train/entropy_loss,train/policy_gradient_loss,eval/success_rate,eval/std_reward,train/explained_variance,eval/mean_reward,train/n_updates,train/learning_rate
,-1269.5196596266912,,,,,,,,,,,,,,
-1306.6171724907072,,,,,,,,,,,,,,,
,-1078.8606003702348,,,,,,,,,,,,,,
-1119.0712149178091,,,,,,,,,,,,,,,
,-1078.1452015193788,,,,,,,,,,,,,,
-1075.0955872180953,,,,,,,,,,,,,,,
,-1154.2213110201653,,,,,,,,,,,,,,
-1127.1012300531254,,,,,,,,,,,,,,,
,,68609.178515625,0.2,0.00026891977,0.0,1.007062554359436,33182.40625,-8.550134181976318,-0.0003259042743593454,0.0,106.50833768048234,-3.5762786865234375e-07,-1076.8884626424692,3670,0.0003
,-1113.2711492331575,,,,,,,,,,,,,,
-1178.7410704628899,,,,,,,,,,,,,,,
,-1194.5712455057806,,,,,,,,,,,,,,
-1189.182614446265,,,,,,,,,,,,,,,
,-1187.0425384146358,,,,,,,,,,,,,,
-1056.0789456186508,,,,,,,,,,,,,,,
,-1290.3324724828522,,,,,,,,,,,,,,
-1212.7264454771016,,,,,,,,,,,,,,,
,-1135.7990601056101,,,,,,,,,,,,,,
,,77181.053125,0.2,0.00038707536,0.0,1.0075901746749878,40192.4375,-8.554959487915038,-0.0002916384255513549,0.0,73.76914516537666,-2.384185791015625e-07,-1016.8583539827798,3680,0.0003
-995.4560224692341,,,,,,,,,,,,,,,
,-1333.3830908118819,,,,,,,,,,,,,,
-1283.925217269291,,,,,,,,,,,,,,,
,-1080.9367010040637,,,,,,,,,,,,,,
-1079.5132456289527,,,,,,,,,,,,,,,
,-1007.644239344549,,,,,,,,,,,,,,
-963.3415517529787,,,,,,,,,,,,,,,
,-1147.2581816143474,,,,,,,,,,,,,,
,,71317.31171875,0.2,0.0012264978,0.000146484375,1.0076303482055664,33937.54296875,-8.556577444076538,-0.0010124716383870691,0.0,79.07061705127121,-3.5762786865234375e-07,-981.4460384839447,3690,0.0003
-1171.3144899922297,,,,,,,,,,,,,,,
,-1055.9978801015905,,,,,,,,,,,,,,
-1068.070614151455,,,,,,,,,,,,,,,
,-1099.914786246963,,,,,,,,,,,,,,
-995.4525256527971,,,,,,,,,,,,,,,
,-1228.2317515204838,,,,,,,,,,,,,,
-1085.202969203355,,,,,,,,,,,,,,,
,-1121.6867021874982,,,,,,,,,,,,,,
,,71370.312109375,0.2,0.0014663235,4.8828125e-05,1.0065699815750122,36133.53515625,-8.553928327560424,-0.0010834514629095792,0.0,113.40631984606206,-2.384185791015625e-07,-1041.8633531076996,3700,0.0003
-1103.8565756269759,,,,,,,,,,,,,,,
,-1469.3625314501803,,,,,,,,,,,,,,
-1124.8038165901123,,,,,,,,,,,,,,,
,-1015.1567956499142,,,,,,,,,,,,,,
-1134.38966184622,,,,,,,,,,,,,,,
,-1026.6402882915484,,,,,,,,,,,,,,
-1007.7001741042857,,,,,,,,,,,,,,,
,-1045.4518096011197,,,,,,,,,,,,,,
,,67874.9697265625,0.2,0.0011078925,0.0,1.0057283639907837,33037.4140625,-8.54717173576355,-0.0007869361812481657,0.0,142.12430048629233,-2.384185791015625e-07,-1003.9560495427813,3710,0.0003
-1014.0644737200288,,,,,,,,,,,,,,,
,-1045.86048371384,,,,,,,,,,,,,,
-1119.2567016787514,,,,,,,,,,,,,,,
,-1022.6591505696524,,,,,,,,,,,,,,
-1142.8506502411608,,,,,,,,,,,,,,,
,-975.7852181921211,,,,,,,,,,,,,,
-1245.3701604786067,,,,,,,,,,,,,,,
,-1204.2085121484208,,,,,,,,,,,,,,
-1194.8972219681448,,,,,,,,,,,,,,,
,,73513.4265625,0.2,0.0006834294,0.0,1.0059419870376587,36620.6953125,-8.545244216918945,-0.0004113390110433102,0.0,114.13979166082582,-3.5762786865234375e-07,-916.4939749344552,3720,0.0003
,-1044.1820418779735,,,,,,,,,,,,,,
-1037.6166342667216,,,,,,,,,,,,,,,
,-966.8931899585834,,,,,,,,,,,,,,
-1526.750261950625,,,,,,,,,,,,,,,
,-1045.8441254302174,,,,,,,,,,,,,,
-1055.9351001750586,,,,,,,,,,,,,,,
,-1105.2908873994952,,,,,,,,,,,,,,
-1046.4238744272564,,,,,,,,,,,,,,,
,,69582.0876953125,0.2,0.00034003129,0.0,1.0058568716049194,34788.73046875,-8.546578741073608,-0.00022521180217154323,0.0,143.11489881454904,-1.1920928955078125e-07,-975.3070503480618,3730,0.0003
,-964.287180231302,,,,,,,,,,,,,,
-1213.6974938723038,,,,,,,,,,,,,,,
,-989.9496782997867,,,,,,,,,,,,,,
-1037.4344712660475,,,,,,,,,,,,,,,
,-1034.8139019324042,,,,,,,,,,,,,,
-990.1981952232484,,,,,,,,,,,,,,,
,-1096.1023201171306,,,,,,,,,,,,,,
-1108.307905255111,,,,,,,,,,,,,,,
,,64869.77109375,0.2,0.00083252415,0.0,1.0054010152816772,32024.9921875,-8.5447340965271,-0.0007388269761577249,0.0,140.24386537700056,-3.5762786865234375e-07,-992.4137559818664,3740,0.0003
,-1001.4252449512962,,,,,,,,,,,,,,
-1075.8440677016467,,,,,,,,,,,,,,,
,-1200.431765015866,,,,,,,,,,,,,,
-1135.385691370253,,,,,,,,,,,,,,,
,-894.035642795541,,,,,,,,,,,,,,
-1069.8997416537477,,,,,,,,,,,,,,,
,-1126.6933496683628,,,,,,,,,,,,,,
-1004.5420238129994,,,,,,,,,,,,,,,
,-1173.767923102578,,,,,,,,,,,,,,
,,65913.086328125,0.2,0.00043793145,0.0,1.0046312808990479,33561.73046875,-8.541084623336792,-0.00020650626975111664,0.0,93.17124706539823,-1.1920928955078125e-07,-961.4902941590537,3750,0.0003
-1008.4318027083855,,,,,,,,,,,,,,,
,-1131.8775311378113,,,,,,,,,,,,,,
-1159.8531774965927,,,,,,,,,,,,,,,
,-1177.2320565215493,,,,,,,,,,,,,,
-927.5661212712272,,,,,,,,,,,,,,,
,-1279.7262493720618,,,,,,,,,,,,,,
-984.0179571707947,,,,,,,,,,,,,,,
,-1010.6148243860916,,,,,,,,,,,,,,
,,70960.7171875,0.2,0.0018085726,0.000244140625,1.0040924549102783,34269.98046875,-8.53691873550415,-0.00159055907279253,0.0,198.2545791388873,-2.384185791015625e-07,-1015.1754195977904,3760,0.0003
-1112.927595939313,,,,,,,,,,,,,,,
,-1056.812176507523,,,,,,,,,,,,,,
-1150.5887541326179,,,,,,,,,,,,,,,
,-1002.9462353604155,,,,,,,,,,,,,,
-1152.679199949951,,,,,,,,,,,,,,,
,-1127.7346537619717,,,,,,,,,,,,,,
-1154.6995903471495,,,,,,,,,,,,,,,
,-1141.973897349,,,,,,,,,,,,,,
,,67894.11484375,0.2,0.0009189106,0.0,1.0032848119735718,34704.59765625,-8.533602619171143,-0.00037852919194847345,0.0,122.58630749609829,-1.1920928955078125e-07,-1004.4992773243248,3770,0.0003
-1022.9725189566119,,,,,,,,,,,,,,,
,-1181.2185483883163,,,,,,,,,,,,,,
-1086.883695864734,,,,,,,,,,,,,,,
,-1069.8594668102364,,,,,,,,,,,,,,
-985.842806338003,,,,,,,,,,,,,,,
,-1046.7683233219382,,,,,,,,,,,,,,
-1144.4770000662218,,,,,,,,,,,,,,,
,-1155.9660431167708,,,,,,,,,,,,,,
,,67629.421484375,0.2,0.0021958295,0.000390625,1.0022207498550415,33074.53125,-8.528045225143433,-0.0015321580751333386,0.0,78.79444249351933,0.0,-919.7302558857837,3780,0.0003
-945.5162622000964,,,,,,,,,,,,,,,
,-981.2751182424097,,,,,,,,,,,,,,
-1072.066179889523,,,,,,,,,,,,,,,
,-1078.6239538841578,,,,,,,,,,,,,,
-1068.5531401361209,,,,,,,,,,,,,,,
,-1058.8309376800098,,,,,,,,,,,,,,
-990.4057615091695,,,,,,,,,,,,,,,
,-1083.757714543292,,,,,,,,,,,,,,
,,69894.918359375,0.2,0.0014031744,0.000146484375,1.001930594444275,35249.65234375,-8.523261547088623,-0.0008814361412078142,0.0,113.20828349372898,-1.1920928955078125e-07,-952.1815441722367,3790,0.0003
-943.6459037242896,,,,,,,,,,,,,,,
,-1196.2413335101162,,,,,,,,,,,,,,
-1028.288045157202,,,,,,,,,,,,,,,
,-1096.1918067625193,,,,,,,,,,,,,,
-1058.134253333929,,,,,,,,,,,,,,,
,-910.3753510740605,,,,,,,,,,,,,,
-1162.9251225095686,,,,,,,,,,,,,,,
,-1033.0249817148306,,,,,,,,,,,,,,
-1055.9123172322338,,,,,,,,,,,,,,,
,,69292.90703125,0.2,0.00063997123,0.0,1.0016716718673706,34003.26953125,-8.522074842453003,-0.0002861590008251369,0.0,134.46933428379273,-2.384185791015625e-07,-911.1852006377,3800,0.0003
,-1171.8489063894622,,,,,,,,,,,,,,
-1023.9199465696535,,,,,,,,,,,,,,,
,-1052.7983034400465,,,,,,,,,,,,,,
-614.8908063548254,,,,,,,,,,,,,,,
,-1082.3538605760752,,,,,,,,,,,,,,
-1145.4728712726094,,,,,,,,,,,,,,,
,-1098.0223560783875,,,,,,,,,,,,,,
-1083.5651303863688,,,,,,,,,,,,,,,
,,68421.7546875,0.2,0.00051357603,0.0,1.0009040832519531,34379.3515625,-8.518985033035278,-0.000544333754805848,0.1,622.5381099878329,0.0,-622.6127760903578,3810,0.0003
,-993.9365634758145,,,,,,,,,,,,,,
-962.6267072815401,,,,,,,,,,,,,,,
,-1016.9027392674877,,,,,,,,,,,,,,
-966.3524734790446,,,,,,,,,,,,,,,
,-1057.2466222862536,,,,,,,,,,,,,,
-1102.4383219199913,,,,,,,,,,,,,,,
,-1038.298171260282,,,,,,,,,,,,,,
-972.3889695239208,,,,,,,,,,,,,,,
,-1066.1860540922487,,,,,,,,,,,,,,
,,66031.4359375,0.2,0.0009939682,0.0,1.00130033493042,33153.87109375,-8.516682577133178,-0.0007247373345308006,0.0,208.97699934014653,-2.384185791015625e-07,-924.4612463067928,3820,0.0003
-1199.0511793292715,,,,,,,,,,,,,,,
,-951.9337681037617,,,,,,,,,,,,,,
-662.6363228946545,,,,,,,,,,,,,,,
,-1058.700783439343,,,,,,,,,,,,,,
-1065.3616271322926,,,,,,,,,,,,,,,
,-1308.7256241721898,,,,,,,,,,,,,,
-1029.92064962674,,,,,,,,,,,,,,,
,-1004.9738009864141,,,,,,,,,,,,,,
,,70763.793359375,0.2,0.00061959645,0.0,1.0019983053207397,35855.6953125,-8.521015834808349,-0.00047691292129456995,0.0,132.76982625461207,-1.1920928955078125e-07,-904.3479071253851,3830,0.0003
-1011.5329724182568,,,,,,,,,,,,,,,
,-998.8690078953808,,,,,,,,,,,,,,
-925.2453445247241,,,,,,,,,,,,,,,
,-1054.5585567207186,,,,,,,,,,,,,,
-1187.9118593983371,,,,,,,,,,,,,,,
,-1137.0984350506726,,,,,,,,,,,,,,
-1055.7778578576801,,,,,,,,,,,,,,,
,-1028.3428611323466,,,,,,,,,,,,,,
,,66540.3888671875,0.2,0.00021796141,0.0,1.0020922422409058,34910.3515625,-8.523689699172973,-0.00014533288776874542,0.0,184.88260356893412,-1.1920928955078125e-07,-964.995320127053,3840,0.0003
-1003.4329001955617,,,,,,,,,,,,,,,
,-1001.2473485070414,,,,,,,,,,,,,,
-1094.4832168301305,,,,,,,,,,,,,,,
,-1039.2501905547385,,,,,,,,,,,,,,
-1189.3903390357739,,,,,,,,,,,,,,,
,-1247.5815673712855,,,,,,,,,,,,,,
-1256.9393292443624,,,,,,,,,,,,,,,
,-951.4608739903069,,,,,,,,,,,,,,
,,69954.53046875,0.2,0.00023329146,0.0,1.002792239189148,32338.08203125,-8.525028944015503,-0.00017379486234858632,0.0,181.72641710740535,-1.1920928955078125e-07,-1026.0152280211728,3850,0.0003
-979.3828138308529,,,,,,,,,,,,,,,
,-1022.4837533710761,,,,,,,,,,,,,,
-948.4897121906755,,,,,,,,,,,,,,,
,-1230.0925723953671,,,,,,,,,,,,,,
-1199.0662109365207,,,,,,,,,,,,,,,
,-1060.0746920673942,,,,,,,,,,,,,,
-950.4673895687611,,,,,,,,,,,,,,,
,-996.8881460769511,,,,,,,,,,,,,,
-974.75616835084,,,,,,,,,,,,,,,
,,64974.5982421875,0.2,0.000813024,0.0,1.0028769969940186,34164.9921875,-8.528549528121948,-0.000684905331581831,0.0,74.05873637567444,0.0,-831.3700787332676,3860,0.0003
,-1031.783550812001,,,,,,,,,,,,,,
-975.0208419769664,,,,,,,,,,,,,,,
,-977.4460649205321,,,,,,,,,,,,,,
-1073.916065045611,,,,,,,,,,,,,,,
,-1093.0437079506992,,,,,,,,,,,,,,
-1057.6248578413524,,,,,,,,,,,,,,,
,-1135.9076203869852,,,,,,,,,,,,,,
-1095.8203873358348,,,,,,,,,,,,,,,
,,67497.68984375,0.2,0.0013358736,2.44140625e-05,1.0032168626785278,33701.859375,-8.528850412368774,-0.0009708081255666911,0.0,97.72117259730925,0.0,-895.8235068249485,3870,0.0003
,-1100.3736189981155,,,,,,,,,,,,,,
-974.5139907566885,,,,,,,,,,,,,,,
,-1049.667337726303,,,,,,,,,,,,,,
-1019.2948145708303,,,,,,,,,,,,,,,
,-970.058162057175,,,,,,,,,,,,,,
-1085.5856804588216,,,,,,,,,,,,,,,
,-637.1822813376975,,,,,,,,,,,,,,
-1069.5402514526609,,,,,,,,,,,,,,,
,,65402.4626953125,0.2,0.001029216,2.44140625e-05,1.0040502548217773,33135.38671875,-8.532601165771485,-0.0005013194866478443,0.0,100.46115602617196,-1.1920928955078125e-07,-961.0641379271963,3880,0.0003
,-1012.9221562715526,,,,,,,,,,,,,,
-941.7971671106345,,,,,,,,,,,,,,,
,-991.1534607587389,,,,,,,,,,,,,,
-1078.074967978496,,,,,,,,,,,,,,,
,-986.3435627647923,,,,,,,,,,,,,,
-1101.1252762177214,,,,,,,,,,,,,,,
,-983.7534016286181,,,,,,,,,,,,,,
-1036.600951526397,,,,,,,,,,,,,,,
,-1032.7529791727657,,,,,,,,,,,,,,
,,66415.624609375,0.2,0.00074659445,0.0,1.0042513608932495,33578.25,-8.536421060562134,-0.0005111000908073037,0.0,114.22089287432021,-1.1920928955078125e-07,-1021.6461962569583,3890,0.0003
-1081.633668660385,,,,,,,,,,,,,,,
,-1228.9478802349809,,,,,,,,,,,,,,
-1171.0350181643225,,,,,,,,,,,,,,,
,-974.846212702527,,,,,,,,,,,,,,
-1005.51519657219,,,,,,,,,,,,,,,
,-1209.0218600825733,,,,,,,,,,,,,,
-1049.4150739571921,,,,,,,,,,,,,,,
,-967.1412992001784,,,,,,,,,,,,,,
,,67424.102734375,0.2,0.0011003369,0.0,1.0049024820327759,34592.625,-8.538011312484741,-0.0007064336678013206,0.0,78.35732545908537,-2.384185791015625e-07,-1056.5582362803348,3900,0.0003
-1151.0097278373182,,,,,,,,,,,,,,,
,-1043.8849457420717,,,,,,,,,,,,,,
-1058.65070775485,,,,,,,,,,,,,,,
,-973.0796797044435,,,,,,,,,,,,,,
-1196.2264038980773,,,,,,,,,,,,,,,
,-973.6675227106576,,,,,,,,,,,,,,
-1009.9060746079756,,,,,,,,,,,,,,,
,-1008.4233689355254,,,,,,,,,,,,,,
,,66857.5359375,0.2,0.0011576719,0.0,1.0056556463241577,32898.59765625,-8.54274387359619,-0.0008999074751045554,0.0,122.28858458460341,-2.384185791015625e-07,-1061.8998120760423,3910,0.0003
-1065.4188786177324,,,,,,,,,,,,,,,
,-1080.5256212360662,,,,,,,,,,,,,,
-1116.7398383438906,,,,,,,,,,,,,,,
,-1102.4412793435527,,,,,,,,,,,,,,
-1011.972813083375,,,,,,,,,,,,,,,
,-1046.0684546616449,,,,,,,,,,,,,,
-1055.9386823036907,,,,,,,,,,,,,,,
,-1133.9803714258264,,,,,,,,,,,,,,
-1118.3208231039396,,,,,,,,,,,,,,,
,,66728.1341796875,0.2,0.00017882741,0.0,1.0061050653457642,32420.46875,-8.546053075790406,-4.753393586724997e-05,0.0,115.2868369665929,-1.1920928955078125e-07,-1073.7702230726397,3920,0.0003
,-1027.008735790353,,,,,,,,,,,,,,
-1026.8093747055623,,,,,,,,,,,,,,,
,-1197.8833665542577,,,,,,,,,,,,,,
-1168.059455881225,,,,,,,,,,,,,,,
,-991.1216984214232,,,,,,,,,,,,,,
-1119.5881073883334,,,,,,,,,,,,,,,
,-1162.245694542249,,,,,,,,,,,,,,
-1126.5471660693365,,,,,,,,,,,,,,,
,,66585.6740234375,0.2,0.00031697503,0.0,1.0057822465896606,33560.5625,-8.546845531463623,-0.0002530375204514712,0.0,84.30693033979642,-2.384185791015625e-07,-1048.6721812728756,3930,0.0003
,-1000.4868904069717,,,,,,,,,,,,,,
-999.5275059075727,,,,,,,,,,,,,,,
,-1035.7142387382269,,,,,,,,,,,,,,
-1077.7690360442407,,,,,,,,,,,,,,,
,-1002.5949530526611,,,,,,,,,,,,,,
-1191.1794884408,,,,,,,,,,,,,,,
,-1093.740439292134,,,,,,,,,,,,,,
-1101.6644603392413,,,,,,,,,,,,,,,
,,66777.5591796875,0.2,0.00063005876,0.0,1.0044499635696411,32523.080078125,-8.541895389556885,-0.0007186352711869403,0.0,119.10981623724022,-2.384185791015625e-07,-1005.7516060427204,3940,0.0003
,-1029.8075205862194,,,,,,,,,,,,,,
-1123.7978098485594,,,,,,,,,,,,,,,
,-1093.6730702240163,,,,,,,,,,,,,,
-1101.1684405055055,,,,,,,,,,,,,,,
,-1094.8853112731313,,,,,,,,,,,,,,
-1058.201821265117,,,,,,,,,,,,,,,
,-1130.9495809925652,,,,,,,,,,,,,,
-1127.8291571075238,,,,,,,,,,,,,,,
,,66176.4638671875,0.2,0.0005967645,0.0,1.0038501024246216,34254.96484375,-8.534719848632813,-0.00027790790190920236,0.0,58.31094530474563,-1.1920928955078125e-07,-1008.9231447868748,3950,0.0003
,-1161.3561662289637,,,,,,,,,,,,,,
-885.5991768634582,,,,,,,,,,,,,,,
,-1009.6186465159019,,,,,,,,,,,,,,
-1014.4350802162687,,,,,,,,,,,,,,,
,-1129.0158752525865,,,,,,,,,,,,,,
-1009.7602499455513,,,,,,,,,,,,,,,
,-1119.2530397289154,,,,,,,,,,,,,,
-1115.6813145856609,,,,,,,,,,,,,,,
,,64640.8142578125,0.2,0.0011768546,0.0,1.0026284456253052,32676.271484375,-8.530677461624146,-0.0010272734565660358,0.0,101.07998506010169,-1.1920928955078125e-07,-1045.9166883520204,3960,0.0003
,-1110.8003791939905,,,,,,,,,,,,,,
-1047.5332059975483,,,,,,,,,,,,,,,
,-1119.8504561877269,,,,,,,,,,,,,,
-1106.732086219824,,,,,,,,,,,,,,,
,-1172.25359479992,,,,,,,,,,,,,,
-967.8571650020009,,,,,,,,,,,,,,,
,-1046.2588445478414,,,,,,,,,,,,,,
-1108.718738724991,,,,,,,,,,,,,,,
,,67184.5646484375,0.2,0.0009680352,0.0,1.0028865337371826,33036.50390625,-8.525776576995849,-0.0004688399378210306,0.0,77.59433445008798,-2.384185791015625e-07,-981.4801185274697,3970,0.0003
,-1019.8959001639056,,,,,,,,,,,,,,
-965.3499550827482,,,,,,,,,,,,,,,
,-1224.3944355778044,,,,,,,,,,,,,,
-1157.92335630074,,,,,,,,,,,,,,,
,-1168.8415604080312,,,,,,,,,,,,,,
-987.0476045203395,,,,,,,,,,,,,,,
,-1052.7124385858322,,,,,,,,,,,,,,
-1185.6177910983733,,,,,,,,,,,,,,,
,,67988.455859375,0.2,0.0009194879,4.8828125e-05,1.0042189359664917,34282.1171875,-8.53165168762207,-0.0008157860429491848,0.0,103.63457788933569,-2.384185791015625e-07,-1026.6532185861147,3980,0.0003
,-992.1908252453537,,,,,,,,,,,,,,
-1004.8569146326706,,,,,,,,,,,,,,,
,-1118.8163061856142,,,,,,,,,,,,,,
-1065.6189750139727,,,,,,,,,,,,,,,
,-1112.4903414328649,,,,,,,,,,,,,,
-1107.6698554272612,,,,,,,,,,,,,,,
,-1150.488944311201,,,,,,,,,,,,,,
-1039.7411464317395,,,,,,,,,,,,,,,
,,66881.16328125,0.2,0.0009811632,2.44140625e-05,1.0050045251846313,34218.44921875,-8.538500499725341,-0.0005755294114351273,0.0,80.19597448881579,-1.1920928955078125e-07,-1041.6078360253143,3990,0.0003
,-1268.0037001876206,,,,,,,,,,,,,,
-1167.6068207041703,,,,,,,,,,,,,,,
,-1155.5275734507622,,,,,,,,,,,,,,
-1192.4241796768417,,,,,,,,,,,,,,,
,-1056.497186009005,,,,,,,,,,,,,,
-1158.0978437207857,,,,,,,,,,,,,,,
,-1160.8254115735929,,,,,,,,,,,,,,
-1026.077005416911,,,,,,,,,,,,,,,
,,66187.6609375,0.2,0.0005082999,0.0,1.0054980516433716,33438.62890625,-8.541862630844117,-0.00039644201169721784,0.0,86.95446587032562,-1.1920928955078125e-07,-1034.4141281124303,4000,0.0003
,-1080.956148548916,,,,,,,,,,,,,,
-1231.9173558518364,,,,,,,,,,,,,,,
,-1141.8292572057478,,,,,,,,,,,,,,
-1053.6617730409198,,,,,,,,,,,,,,,
,-1135.1861698311034,,,,,,,,,,,,,,
-1000.0811439362305,,,,,,,,,,,,,,,
,-1107.1160565621399,,,,,,,,,,,,,,
-1000.6700330662965,,,,,,,,,,,,,,,
,,68039.19453125,0.2,0.00066545815,0.0,1.0056602954864502,34203.609375,-8.544061040878296,-0.0005392428778577596,0.0,106.08611496045057,-1.1920928955078125e-07,-1091.821093048594,4010,0.0003
,-1220.700988929954,,,,,,,,,,,,,,
-1142.062077680953,,,,,,,,,,,,,,,
,-965.5552244864691,,,,,,,,,,,,,,
-1224.737147803024,,,,,,,,,,,,,,,
,-984.0282545672374,,,,,,,,,,,,,,
-1122.6057739299717,,,,,,,,,,,,,,,
,-1030.2196374617924,,,,,,,,,,,,,,
-1043.0784979996931,,,,,,,,,,,,,,,
,,64222.5423828125,0.2,0.00053728797,0.0,1.0065124034881592,33388.3203125,-8.546482276916503,-0.0003767183632589877,0.0,108.29050739194517,-1.1920928955078125e-07,-1005.2608426742378,4020,0.0003
,-1013.8989666766536,,,,,,,,,,,,,,
-1149.6877157051538,,,,,,,,,,,,,,,
,-1084.2789131925535,,,,,,,,,,,,,,
-1100.7755400208382,,,,,,,,,,,,,,,
,-1024.2532015385782,,,,,,,,,,,,,,
-1126.3675851364878,,,,,,,,,,,,,,,
,-1097.313192686439,,,,,,,,,,,,,,
-1065.7327339202407,,,,,,,,,,,,,,,
,-1009.2011866893847,,,,,,,,,,,,,,
,,65765.45625,0.2,0.00085468986,0.0,1.0071532726287842,33362.95703125,-8.551979064941406,-0.0006958208803553134,0.0,58.89071650786243,-2.384185791015625e-07,-1053.334753957171,4030,0.0003
-957.3819231811451,,,,,,,,,,,,,,,
,-1213.9981643014971,,,,,,,,,,,,,,
-1263.905973630749,,,,,,,,,,,,,,,
,-1091.6993616173013,,,,,,,,,,,,,,
-1091.9363379880615,,,,,,,,,,,,,,,
,-1076.5590042606734,,,,,,,,,,,,,,
-1057.3655496781303,,,,,,,,,,,,,,,
,-983.4500457175476,,,,,,,,,,,,,,
,,67449.0212890625,0.2,0.00030533856,0.0,1.00657057762146,34279.34765625,-8.55243377685547,-0.00023623909801244735,0.0,159.10037708022688,-1.1920928955078125e-07,-1077.2607465236233,4040,0.0003
-1012.2422316639373,,,,,,,,,,,,,,,
,-1098.5831911665482,,,,,,,,,,,,,,
-931.7447458434028,,,,,,,,,,,,,,,
,-1029.4840665997153,,,,,,,,,,,,,,
-930.4389544783459,,,,,,,,,,,,,,,
,-1285.7207218373537,,,,,,,,,,,,,,
-1002.3581455609276,,,,,,,,,,,,,,,
,-1186.202130946275,,,,,,,,,,,,,,
,,65394.4857421875,0.2,0.00091073115,2.44140625e-05,1.0066816806793213,33928.8671875,-8.549507236480713,-0.0008006431860849261,0.0,75.9605507833566,-2.384185791015625e-07,-946.8567409368625,4050,0.0003
-1219.3963262725647,,,,,,,,,,,,,,,
,-1142.2512069117067,,,,,,,,,,,,,,
-1064.7911693545475,,,,,,,,,,,,,,,
,-1066.6045317812443,,,,,,,,,,,,,,
-1016.9155550338803,,,,,,,,,,,,,,,
,-1046.6155212146152,,,,,,,,,,,,,,
-1087.9379265472303,,,,,,,,,,,,,,,
,-1009.5410723371551,,,,,,,,,,,,,,
-1053.6947231056847,,,,,,,,,,,,,,,
,,64453.0134765625,0.2,0.00077895157,0.0,1.0063960552215576,32481.7890625,-8.55043649673462,-0.0003999248321633786,0.0,108.18713410030912,-1.1920928955078125e-07,-1001.3834406738488,4060,0.0003
,-1086.0072645384503,,,,,,,,,,,,,,
-1037.0508661251447,,,,,,,,,,,,,,,
,-1153.6659104654593,,,,,,,,,,,,,,
-936.7705278884481,,,,,,,,,,,,,,,
,-1136.1949472752929,,,,,,,,,,,,,,
-1029.028690050991,,,,,,,,,,,,,,,
,-1148.059314847193,,,,,,,,,,,,,,
-1059.3955330005633,,,,,,,,,,,,,,,
,,69912.210546875,0.2,0.0014572464,0.0001220703125,1.0068795680999756,36474.8984375,-8.549478530883789,-0.001099278568290174,0.0,152.05703586429848,-2.384185791015625e-07,-979.992449329998,4070,0.0003
,-1226.2606155903115,,,,,,,,,,,,,,
-1146.8695042279076,,,,,,,,,,,,,,,
,-1026.332476597631,,,,,,,,,,,,,,
-1090.2075985059182,,,,,,,,,,,,,,,
,-986.9419947484697,,,,,,,,,,,,,,
-1004.20773309133,,,,,,,,,,,,,,,
-1016.8881530247781,,,,,,,,,,,,,,,
,-1081.9182270685124,,,,,,,,,,,,,,
,,65147.3375,0.2,0.00044096174,0.0,1.0068219900131226,31831.20703125,-8.55208353996277,-0.0001519795274361968,0.0,42.915817730612844,-1.1920928955078125e-07,-925.5551571513386,4080,0.0003
-987.8079460816713,,,,,,,,,,,,,,,
,-1082.7446616273169,,,,,,,,,,,,,,
-947.1095043201967,,,,,,,,,,,,,,,
,-1094.5512846315564,,,,,,,,,,,,,,
-1157.4810439578107,,,,,,,,,,,,,,,
,-1014.994127962352,,,,,,,,,,,,,,
-1228.081555472259,,,,,,,,,,,,,,,
,-1006.3466258969618,,,,,,,,,,,,,,
,,63676.0365234375,0.2,0.00037332863,0.0,1.0066713094711304,31504.375,-8.550679206848145,-0.00036687515093944965,0.0,84.7444697183946,-1.1920928955078125e-07,-941.7875286286417,4090,0.0003
-1180.8930284183555,,,,,,,,,,,,,,,
,-1116.138626616298,,,,,,,,,,,,,,
-1033.1372851461872,,,,,,,,,,,,,,,
,-1059.2464287429045,,,,,,,,,,,,,,
-1117.2315726695606,,,,,,,,,,,,,,,
,-1028.806848114812,,,,,,,,,,,,,,
-1043.7953848901202,,,,,,,,,,,,,,,
,-1049.4419067442236,,,,,,,,,,,,,,
,,64448.3458984375,0.2,0.000980295,0.0,1.005791187286377,31924.263671875,-8.54858889579773,-0.0007193256577011197,0.0,99.53619862393153,-1.1920928955078125e-07,-932.4080158561812,4100,0.0003
-1048.2232635077442,,,,,,,,,,,,,,,
,-1118.6644781791883,,,,,,,,,,,,,,
-947.9184610339682,,,,,,,,,,,,,,,
,-940.5341078821397,,,,,,,,,,,,,,
-1200.4060264712502,,,,,,,,,,,,,,,
,-1041.7902642483127,,,,,,,,,,,,,,
-1098.7538618480162,,,,,,,,,,,,,,,
,-1005.8610634232734,,,,,,,,,,,,,,
,,63402.5646484375,0.2,0.00042517204,0.0,1.005374789237976,31439.005859375,-8.543338632583618,-0.00022938608308322727,0.0,93.95052971136832,-1.1920928955078125e-07,-959.5210417468506,4110,0.0003
-1125.0037364428376,,,,,,,,,,,,,,,
,-1079.408605254354,,,,,,,,,,,,,,
-1016.9913597632607,,,,,,,,,,,,,,,
,-975.5427453884342,,,,,,,,,,,,,,
-1195.6018330788306,,,,,,,,,,,,,,,
,-1225.6117358880501,,,,,,,,,,,,,,
