reward/env_0,reward/env_1,train/loss,train/policy_gradient_loss,eval/std_reward,train/value_loss,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,eval/mean_reward,train/entropy_loss,eval/success_rate,train/clip_fraction,train/learning_rate,train/std
-76.77584814185306,,,,,,,,,,,,,,,
,38.41344474584346,,,,,,,,,,,,,,
5.863077313434809,,,,,,,,,,,,,,,
,-64.31065018561412,,,,,,,,,,,,,,
,,2683.5986328125,-0.0009147101955022663,489.36090981904397,5308.892541503907,810,0.2,0.0009443452,0.017370998859405518,-748.7906701462393,-7.922561287879944,0.0,0.0,0.0003,0.9073931574821472
-54.015733719112724,,,,,,,,,,,,,,,
,288.05957680832,,,,,,,,,,,,,,
-9.867268723718603,,,,,,,,,,,,,,,
,-1.2192308861417076,,,,,,,,,,,,,,
-16.06951462916889,,,,,,,,,,,,,,,
,54.113650256289795,,,,,,,,,,,,,,
-100.1240096753364,,,,,,,,,,,,,,,
,55.41289783492557,,,,,,,,,,,,,,
-71.07170145483215,,,,,,,,,,,,,,,
,9.443784287660254,,,,,,,,,,,,,,
-69.11162781470779,,,,,,,,,,,,,,,
,-37.92049636141757,,,,,,,,,,,,,,
-30.6123282026201,,,,,,,,,,,,,,,
,,2269.79345703125,-0.0004403315717354417,606.2059166084815,5464.55771484375,820,0.2,0.000566077,0.03306722640991211,-998.0562486990669,-7.92296826839447,0.0,0.0,0.0003,0.9074276089668274
,52.660605261422745,,,,,,,,,,,,,,
272.2185744662188,,,,,,,,,,,,,,,
,-145.82934575510362,,,,,,,,,,,,,,
38.38015116005086,,,,,,,,,,,,,,,
,-22.345576704736168,,,,,,,,,,,,,,
30.728972342931694,,,,,,,,,,,,,,,
282.749697180936,,,,,,,,,,,,,,,
,-39.01312148483405,,,,,,,,,,,,,,
,14.055606721352154,,,,,,,,,,,,,,
-50.80815480342584,,,,,,,,,,,,,,,
,-18.575205127339256,,,,,,,,,,,,,,
60.50624710250058,,,,,,,,,,,,,,,
,,3504.36279296875,3.5205361200496554e-05,533.4664989771735,7776.73349609375,830,0.2,4.262755e-05,0.03012174367904663,-1006.3214367048917,-7.922950649261475,0.0,0.0,0.0003,0.9073981642723083
,77.01507919768446,,,,,,,,,,,,,,
15.387962220470921,,,,,,,,,,,,,,,
,-89.22533910514699,,,,,,,,,,,,,,
187.23427447629518,,,,,,,,,,,,,,,
,21.94058455237758,,,,,,,,,,,,,,
-9.026219909309116,,,,,,,,,,,,,,,
29.21325680620614,,,,,,,,,,,,,,,
,-75.15068575385706,,,,,,,,,,,,,,
-4.138551768175821,,,,,,,,,,,,,,,
,-78.25058456086813,,,,,,,,,,,,,,
,55.53993580970767,,,,,,,,,,,,,,
-123.29432882655094,,,,,,,,,,,,,,,
-19.664154393451206,,,,,,,,,,,,,,,
,,2828.447998046875,-0.0003108334727585316,531.9687566946462,5727.084985351563,840,0.2,0.00013011994,0.059840381145477295,-937.6111493026079,-7.922632884979248,0.0,0.0,0.0003,0.9073452949523926
,-2.849717751394317,,,,,,,,,,,,,,
-4.633259298779459,,,,,,,,,,,,,,,
,44.076661147336566,,,,,,,,,,,,,,
,60.96513823490697,,,,,,,,,,,,,,
-30.09146375557691,,,,,,,,,,,,,,,
,10.766242919587773,,,,,,,,,,,,,,
4.695034665952346,,,,,,,,,,,,,,,
,-134.6699962804782,,,,,,,,,,,,,,
226.03988420685937,,,,,,,,,,,,,,,
12.66120667628391,,,,,,,,,,,,,,,
,5.139770027636064,,,,,,,,,,,,,,
42.248430078068466,,,,,,,,,,,,,,,
,32.787624165195474,,,,,,,,,,,,,,
,,2497.469970703125,-0.0001342495670542121,524.9983681147104,5237.770971679687,850,0.2,8.6460874e-05,0.07632756233215332,-931.0118639774128,-7.922498416900635,0.0,0.0,0.0003,0.9073753952980042
75.82940948361957,,,,,,,,,,,,,,,
,-13.899212862789707,,,,,,,,,,,,,,
10.92826979166237,,,,,,,,,,,,,,,
,41.99847102941545,,,,,,,,,,,,,,
85.91074361391057,,,,,,,,,,,,,,,
,91.88648584487079,,,,,,,,,,,,,,
,17.73614689251706,,,,,,,,,,,,,,
-48.72836594945492,,,,,,,,,,,,,,,
,185.83355989672867,,,,,,,,,,,,,,
238.8575609172216,,,,,,,,,,,,,,,
,35.3543278961552,,,,,,,,,,,,,,
-50.56552187077331,,,,,,,,,,,,,,,
,,3612.870361328125,-0.00015176634187810122,570.4988805882834,7562.75751953125,860,0.2,5.1870942e-05,0.055843472480773926,-838.524409147693,-7.923071765899659,0.0,0.0,0.0003,0.9075282216072083
58.58831902577815,,,,,,,,,,,,,,,
,-13.773074732063705,,,,,,,,,,,,,,
,-46.05018358247607,,,,,,,,,,,,,,
-51.63430175074675,,,,,,,,,,,,,,,
,477.98349057197976,,,,,,,,,,,,,,
-18.393008056671924,,,,,,,,,,,,,,,
,30.74408307843362,,,,,,,,,,,,,,
76.62985907650167,,,,,,,,,,,,,,,
,-45.194193264960916,,,,,,,,,,,,,,
-6.208049463489862,,,,,,,,,,,,,,,
-98.04507726120691,,,,,,,,,,,,,,,
,-108.15119192483637,,,,,,,,,,,,,,
33.577031818558815,,,,,,,,,,,,,,,
,16.720600783386768,,,,,,,,,,,,,,
,,3731.8212890625,-0.000172218942316249,544.9054387695811,7765.98779296875,870,0.2,8.712316e-05,0.06386613845825195,-877.9019686715652,-7.9240203380584715,0.0,0.0,0.0003,0.9076287150382996
43.7826736543488,,,,,,,,,,,,,,,
,-19.89458389922109,,,,,,,,,,,,,,
-4.476230043404035,,,,,,,,,,,,,,,
,45.82641976022111,,,,,,,,,,,,,,
34.736290473827296,,,,,,,,,,,,,,,
,68.92691527755767,,,,,,,,,,,,,,
-18.800712164466752,,,,,,,,,,,,,,,
,69.1529195951277,,,,,,,,,,,,,,
83.21505677713319,,,,,,,,,,,,,,,
,-59.982497246317266,,,,,,,,,,,,,,
3.375582680990493,,,,,,,,,,,,,,,
,12.99098859643982,,,,,,,,,,,,,,
,,1234.7877197265625,2.2835447452962398e-07,541.8425496488588,2515.4406616210936,880,0.2,2.6080263e-05,0.22254657745361328,-980.7815237815661,-7.92419536113739,0.0,0.0,0.0003,0.9075635075569153
-11.455035330962485,,,,,,,,,,,,,,,
,25.15746259206839,,,,,,,,,,,,,,
1.1186976916221227,,,,,,,,,,,,,,,
,27.685213252783264,,,,,,,,,,,,,,
-27.683643355661616,,,,,,,,,,,,,,,
,-35.88789811350894,,,,,,,,,,,,,,
-35.78097537057805,,,,,,,,,,,,,,,
,-13.111900795949143,,,,,,,,,,,,,,
12.426686688536787,,,,,,,,,,,,,,,
,-82.83348437074513,,,,,,,,,,,,,,
-41.654943959655405,,,,,,,,,,,,,,,
,-110.046790683858,,,,,,,,,,,,,,
,,1601.6591796875,-8.963895379565656e-05,482.9612127977751,3233.0942138671876,890,0.2,3.4794764e-05,0.2422836422920227,-805.9099124435354,-7.923690724372864,0.0,0.0,0.0003,0.9075169563293457
39.76477947799059,,,,,,,,,,,,,,,
,-99.65151807330878,,,,,,,,,,,,,,
36.95663512823967,,,,,,,,,,,,,,,
,72.56418735106126,,,,,,,,,,,,,,
25.900041108303434,,,,,,,,,,,,,,,
,185.22394278803094,,,,,,,,,,,,,,
32.087942198199514,,,,,,,,,,,,,,,
,220.9631034604506,,,,,,,,,,,,,,
19.86820712805037,,,,,,,,,,,,,,,
,71.10097092247256,,,,,,,,,,,,,,
13.666938477717846,,,,,,,,,,,,,,,
,-18.332879325424283,,,,,,,,,,,,,,
,,3844.599365234375,-0.00011035159113816916,487.5495543443572,7219.672338867187,900,0.2,3.3942648e-05,0.09472936391830444,-837.6369310441055,-7.923495793342591,0.0,0.0,0.0003,0.9074772000312805
-78.56722111903574,,,,,,,,,,,,,,,
,211.3511740212767,,,,,,,,,,,,,,
-79.25699303704047,,,,,,,,,,,,,,,
,31.626834768730767,,,,,,,,,,,,,,
-111.01030763186252,,,,,,,,,,,,,,,
,7.965255534687174,,,,,,,,,,,,,,
63.011960842702344,,,,,,,,,,,,,,,
,25.597321606540923,,,,,,,,,,,,,,
,-54.90322642262938,,,,,,,,,,,,,,
13.694201174510994,,,,,,,,,,,,,,,
33.65947558415246,,,,,,,,,,,,,,,
,-82.51091990174703,,,,,,,,,,,,,,
,,2630.741943359375,-2.3589737247675656e-05,578.1468828727311,5096.1419921875,910,0.2,1.0417818e-05,0.1824933886528015,-829.6856812031004,-7.923048901557922,0.0,0.0,0.0003,0.9073954224586487
-8.632138642085442,,,,,,,,,,,,,,,
,61.76357300823463,,,,,,,,,,,,,,
,-3.8535931390445315,,,,,,,,,,,,,,
-102.58326254830054,,,,,,,,,,,,,,,
44.87729270752492,,,,,,,,,,,,,,,
,524.3148819151897,,,,,,,,,,,,,,
10.975874243254921,,,,,,,,,,,,,,,
,30.244850066872523,,,,,,,,,,,,,,
27.905111641743815,,,,,,,,,,,,,,,
,220.79054236144128,,,,,,,,,,,,,,
-11.283982521350362,,,,,,,,,,,,,,,
,7.313366690411587,,,,,,,,,,,,,,
,,4135.13818359375,-1.1100302799604833e-05,476.2035411931676,9578.652075195312,920,0.2,8.001793e-06,0.08849114179611206,-874.782380598715,-7.922731828689575,0.0,0.0,0.0003,0.9074132442474365
,26.662764823865643,,,,,,,,,,,,,,
21.906164260454517,,,,,,,,,,,,,,,
,39.78083115988932,,,,,,,,,,,,,,
16.69246058233036,,,,,,,,,,,,,,,
-79.86587134757929,,,,,,,,,,,,,,,
,-170.35952657007388,,,,,,,,,,,,,,
49.531255620004444,,,,,,,,,,,,,,,
,31.406358453124604,,,,,,,,,,,,,,
,25.887772496986997,,,,,,,,,,,,,,
-26.753360197288025,,,,,,,,,,,,,,,
,17.615369755145675,,,,,,,,,,,,,,
10.937733821043503,,,,,,,,,,,,,,,
,21.993244679839066,,,,,,,,,,,,,,
-11.19414908330533,,,,,,,,,,,,,,,
,,1433.072021484375,-4.198235110379756e-05,480.46696744744935,3003.6005249023438,930,0.2,3.3684337e-06,0.2924104332923889,-797.8668497490781,-7.923132300376892,0.0,0.0,0.0003,0.9074721336364746
,23.155451653883308,,,,,,,,,,,,,,
21.342882473250917,,,,,,,,,,,,,,,
,-19.224753000178588,,,,,,,,,,,,,,
-24.948380671473892,,,,,,,,,,,,,,,
,-1.0121490967354219,,,,,,,,,,,,,,
36.349463212867235,,,,,,,,,,,,,,,
,10.502714979901615,,,,,,,,,,,,,,
-52.28648579170675,,,,,,,,,,,,,,,
,226.07537744449482,,,,,,,,,,,,,,
,19.620331386884978,,,,,,,,,,,,,,
-69.52603973763647,,,,,,,,,,,,,,,
16.314126010256285,,,,,,,,,,,,,,,
,-62.57893168696735,,,,,,,,,,,,,,
,,2440.72216796875,-0.0002442552649881691,459.516971802624,5130.542895507812,940,0.2,7.30943e-05,0.1845778226852417,-876.6290357648712,-7.923442721366882,0.0,0.0,0.0003,0.9075222611427307
,11.910304907614838,,,,,,,,,,,,,,
23.110151974003678,,,,,,,,,,,,,,,
,-66.52416166592135,,,,,,,,,,,,,,
33.14629077463519,,,,,,,,,,,,,,,
61.76319443545867,,,,,,,,,,,,,,,
,-27.554476001058436,,,,,,,,,,,,,,
57.28761828960994,,,,,,,,,,,,,,,
,81.85139262077311,,,,,,,,,,,,,,
-56.62411981466617,,,,,,,,,,,,,,,
,295.0726077676692,,,,,,,,,,,,,,
,61.31402082271702,,,,,,,,,,,,,,
-48.32359117507475,,,,,,,,,,,,,,,
,,1437.166259765625,-6.0051065520383415e-05,528.2107929810959,4408.210986328125,950,0.2,4.4594126e-05,0.20925205945968628,-978.6657393592794,-7.923676443099976,0.0,0.0,0.0003,0.9075314402580261
42.36084103417552,,,,,,,,,,,,,,,
,52.49562281301278,,,,,,,,,,,,,,
73.44722210394352,,,,,,,,,,,,,,,
,-37.698503901677505,,,,,,,,,,,,,,
63.475326676249075,,,,,,,,,,,,,,,
,-72.37429398124046,,,,,,,,,,,,,,
83.43255484953121,,,,,,,,,,,,,,,
,-17.38057700427025,,,,,,,,,,,,,,
41.879223596590506,,,,,,,,,,,,,,,
,203.22117530599695,,,,,,,,,,,,,,
67.92074038198216,,,,,,,,,,,,,,,
,17.928367356529442,,,,,,,,,,,,,,
,31.95701043478541,,,,,,,,,,,,,,
-105.13471252594798,,,,,,,,,,,,,,,
,,3293.105712890625,-0.00020478701917454601,529.2277250524165,7262.5755859375,960,0.2,6.640139e-05,0.13791680335998535,-938.1538835290062,-7.923699927330017,0.0,0.0,0.0003,0.9075471758842468
151.58401932686772,,,,,,,,,,,,,,,
,158.3491179207479,,,,,,,,,,,,,,
19.808478039143516,,,,,,,,,,,,,,,
,-105.83442592870279,,,,,,,,,,,,,,
-32.69972406027578,,,,,,,,,,,,,,,
,10.148484938531578,,,,,,,,,,,,,,
,155.35545816319788,,,,,,,,,,,,,,
18.27801331056302,,,,,,,,,,,,,,,
,30.41289073363315,,,,,,,,,,,,,,
-12.980320807518467,,,,,,,,,,,,,,,
0.7749550070156375,,,,,,,,,,,,,,,
,-11.465935313501452,,,,,,,,,,,,,,
,,3733.50439453125,5.629838560707867e-05,570.3950900512859,7793.495703125,970,0.2,2.0727399e-05,0.16448044776916504,-1029.4394789658145,-7.923774480819702,0.0,0.0,0.0003,0.9075348973274231
34.92907127808435,,,,,,,,,,,,,,,
,-39.41752986107838,,,,,,,,,,,,,,
41.76466688566639,,,,,,,,,,,,,,,
,0.20170317835967638,,,,,,,,,,,,,,
-47.09809804159326,,,,,,,,,,,,,,,
,195.35021450086106,,,,,,,,,,,,,,
6.539102907983673,,,,,,,,,,,,,,,
,-71.68225097025474,,,,,,,,,,,,,,
54.14118579610374,,,,,,,,,,,,,,,
,1.7617825174479491,,,,,,,,,,,,,,
60.39287954489133,,,,,,,,,,,,,,,
,39.5257870439054,,,,,,,,,,,,,,
-32.05289201407139,,,,,,,,,,,,,,,
,,2392.787353515625,-0.0005215468758251518,544.6485469290091,4970.160620117187,980,0.2,0.0002010948,0.22772622108459473,-958.8525606707274,-7.923530554771423,0.0,0.0,0.0003,0.9074684977531433
,-17.33718885758844,,,,,,,,,,,,,,
-33.27190632282726,,,,,,,,,,,,,,,
,31.650341836192432,,,,,,,,,,,,,,
-11.765114657253399,,,,,,,,,,,,,,,
,-158.49142336960782,,,,,,,,,,,,,,
32.31692502613079,,,,,,,,,,,,,,,
,-20.663380497479004,,,,,,,,,,,,,,
-153.08013911067235,,,,,,,,,,,,,,,
,1.947799045516979,,,,,,,,,,,,,,
64.6705675552987,,,,,,,,,,,,,,,
,58.375466145788366,,,,,,,,,,,,,,
-85.37682694323075,,,,,,,,,,,,,,,
,,1803.374755859375,-7.478668121621012e-05,595.6574655821319,3535.147021484375,990,0.2,6.84211e-05,0.33907967805862427,-950.3741065115917,-7.923070573806763,0.0,0.0,0.0003,0.907400906085968
,68.0375959814381,,,,,,,,,,,,,,
36.42658942014698,,,,,,,,,,,,,,,
,-29.66590760681364,,,,,,,,,,,,,,
10.368045325180635,,,,,,,,,,,,,,,
,51.622868726256876,,,,,,,,,,,,,,
50.49074854378608,,,,,,,,,,,,,,,
,45.63969746203236,,,,,,,,,,,,,,
-5.67507056591341,,,,,,,,,,,,,,,
-30.161426234689134,,,,,,,,,,,,,,,
,71.93352544867466,,,,,,,,,,,,,,
4.546380353921899,,,,,,,,,,,,,,,
,-106.28244818565034,,,,,,,,,,,,,,
33.491423444023994,,,,,,,,,,,,,,,
,,1094.161376953125,-0.00025212157052010296,555.1647156256807,2261.0559204101564,1000,0.2,0.00011105799,0.4013304114341736,-919.6735199546076,-7.92289366722107,0.0,0.0,0.0003,0.9074521064758301
,32.614426386325974,,,,,,,,,,,,,,
54.31803483164556,,,,,,,,,,,,,,,
,27.200745142140384,,,,,,,,,,,,,,
59.06887733529747,,,,,,,,,,,,,,,
,5.846088759008265,,,,,,,,,,,,,,
-7.930971294141836,,,,,,,,,,,,,,,
,-52.55043165345846,,,,,,,,,,,,,,
-57.560984877795875,,,,,,,,,,,,,,,
,-82.73924468063339,,,,,,,,,,,,,,
-28.278779552999964,,,,,,,,,,,,,,,
,8.640720660293553,,,,,,,,,,,,,,
33.983764705658594,,,,,,,,,,,,,,,
,,1168.3642578125,-0.0006181745033245533,452.4390547209323,2562.6957885742186,1010,0.2,0.00023831312,0.4071310758590698,-772.030650710682,-7.923465013504028,0.0,0.0,0.0003,0.9075528979301453
,-37.63792998345342,,,,,,,,,,,,,,
29.009484446508623,,,,,,,,,,,,,,,
,-72.88110607356916,,,,,,,,,,,,,,
18.237124570501855,,,,,,,,,,,,,,,
90.120705160433,,,,,,,,,,,,,,,
,27.04960065448074,,,,,,,,,,,,,,
58.894053298355246,,,,,,,,,,,,,,,
,18.678744166269976,,,,,,,,,,,,,,
66.35827205396245,,,,,,,,,,,,,,,
,-35.47473714541998,,,,,,,,,,,,,,
42.63028318544084,,,,,,,,,,,,,,,
,-50.1395355144809,,,,,,,,,,,,,,
22.734807568162534,,,,,,,,,,,,,,,
,,924.4275512695312,-0.00042534390813671054,526.3272011959262,1893.5382141113282,1020,0.2,0.00019951303,0.4654925465583801,-828.9072141376548,-7.923895311355591,0.0,0.0,0.0003,0.9075531363487244
,7.566463668444482,,,,,,,,,,,,,,
48.87817273241424,,,,,,,,,,,,,,,
,34.73078136134359,,,,,,,,,,,,,,
-27.781658679947498,,,,,,,,,,,,,,,
,-43.32749347464216,,,,,,,,,,,,,,
83.03712624119754,,,,,,,,,,,,,,,
,-20.21793559645611,,,,,,,,,,,,,,
27.73257524036033,,,,,,,,,,,,,,,
,-0.09274020649284012,,,,,,,,,,,,,,
14.856760824245379,,,,,,,,,,,,,,,
,-78.09027378029484,,,,,,,,,,,,,,
256.5021820594646,,,,,,,,,,,,,,,
,73.44479215661305,,,,,,,,,,,,,,
,,2139.599609375,-0.00035272121313028036,473.49067172630714,4489.787255859375,1030,0.2,0.000123208,0.25335580110549927,-773.3529960919224,-7.923814082145691,0.0,0.0,0.0003,0.9075641632080078
26.17064281207605,,,,,,,,,,,,,,,
,8.69439406078249,,,,,,,,,,,,,,
113.86653596979082,,,,,,,,,,,,,,,
,-49.67907681231026,,,,,,,,,,,,,,
-5.8048405285847995,,,,,,,,,,,,,,,
,337.6193966497319,,,,,,,,,,,,,,
45.83970689792592,,,,,,,,,,,,,,,
,54.088826923948545,,,,,,,,,,,,,,
48.33788223266568,,,,,,,,,,,,,,,
,29.16380278550678,,,,,,,,,,,,,,
-16.74408523356263,,,,,,,,,,,,,,,
22.29448886441811,,,,,,,,,,,,,,,
,-4.648697636244876,,,,,,,,,,,,,,
,,2323.337890625,-7.180625689215959e-05,531.0162930631551,4322.074926757812,1040,0.2,5.4217817e-05,0.2634286880493164,-808.0710634795724,-7.923892855644226,0.0,0.0,0.0003,0.9075562357902527
,15.86150919577302,,,,,,,,,,,,,,
-10.324201948566872,,,,,,,,,,,,,,,
,95.80313508522734,,,,,,,,,,,,,,
-115.44894159595681,,,,,,,,,,,,,,,
-19.503677573174105,,,,,,,,,,,,,,,
,-155.09843651980037,,,,,,,,,,,,,,
277.60499477938953,,,,,,,,,,,,,,,
,157.26210732531013,,,,,,,,,,,,,,
38.44296478495775,,,,,,,,,,,,,,,
,55.1355286272003,,,,,,,,,,,,,,
260.6477724723174,,,,,,,,,,,,,,,
,-65.71498921518888,,,,,,,,,,,,,,
54.65496880795698,,,,,,,,,,,,,,,
,,5552.4296875,-0.00013992895837873222,498.19759742730633,9803.93046875,1050,0.2,4.743009e-05,0.12705588340759277,-883.9564371283549,-7.923778104782104,0.0,0.0,0.0003,0.9075430035591125
,-7.440666533442847,,,,,,,,,,,,,,
35.74154200843775,,,,,,,,,,,,,,,
39.48559445922841,,,,,,,,,,,,,,,
,45.98730619007396,,,,,,,,,,,,,,
-9.033062136084066,,,,,,,,,,,,,,,
,-34.33230027290957,,,,,,,,,,,,,,
-57.80813013248006,,,,,,,,,,,,,,,
,29.610977143354148,,,,,,,,,,,,,,
-23.319702026790463,,,,,,,,,,,,,,,
,-47.07863401824187,,,,,,,,,,,,,,
-21.03159625613557,,,,,,,,,,,,,,,
,-89.8555735037526,,,,,,,,,,,,,,
,,2681.98046875,-0.00017274021520279347,471.71433580199596,4711.052453613282,1060,0.2,5.8690566e-05,0.2993789315223694,-859.2628563364915,-7.923546981811524,0.0,0.0,0.0003,0.9074606895446777
2.184947652489788,,,,,,,,,,,,,,,
,251.49601933378773,,,,,,,,,,,,,,
31.60062436018139,,,,,,,,,,,,,,,
,-19.340465254354488,,,,,,,,,,,,,,
22.755486985310686,,,,,,,,,,,,,,,
,21.49397159404494,,,,,,,,,,,,,,
49.51368380080014,,,,,,,,,,,,,,,
,-10.962584767155958,,,,,,,,,,,,,,
47.60507858155394,,,,,,,,,,,,,,,
,16.67972015959862,,,,,,,,,,,,,,
163.1379531989674,,,,,,,,,,,,,,,
,-6.113656713028393,,,,,,,,,,,,,,
238.3567432144615,,,,,,,,,,,,,,,
,,3358.8408203125,-0.0002849426586180925,462.6458995363467,6828.724633789063,1070,0.2,0.00011334306,0.203934907913208,-824.0378535163195,-7.922823214530945,0.0,0.0,0.0003,0.9073386788368225
,31.8694338925622,,,,,,,,,,,,,,
-28.280390201427092,,,,,,,,,,,,,,,
,-3.89396380503201,,,,,,,,,,,,,,
-8.70951593196975,,,,,,,,,,,,,,,
,34.613988771148094,,,,,,,,,,,,,,
62.11994154647148,,,,,,,,,,,,,,,
,23.911961577895482,,,,,,,,,,,,,,
-58.81003226261198,,,,,,,,,,,,,,,
,77.68435740844286,,,,,,,,,,,,,,
73.42565146044983,,,,,,,,,,,,,,,
,19.138780873497524,,,,,,,,,,,,,,
66.69014331370715,,,,,,,,,,,,,,,
,230.4906359530697,,,,,,,,,,,,,,
37.59050785467288,,,,,,,,,,,,,,,
,,2031.9443359375,-9.135632426477968e-05,479.7485110239536,4342.11806640625,1080,0.2,6.0724677e-05,0.29157769680023193,-893.9593572801641,-7.922072267532348,0.0,0.0,0.0003,0.907228410243988
,-27.64455112570166,,,,,,,,,,,,,,
-51.81600202783473,,,,,,,,,,,,,,,
,67.5483854599482,,,,,,,,,,,,,,
15.66140938043132,,,,,,,,,,,,,,,
,2.8434830369613993,,,,,,,,,,,,,,
-42.79325591203697,,,,,,,,,,,,,,,
,26.610972652118893,,,,,,,,,,,,,,
-53.35874494146617,,,,,,,,,,,,,,,
,61.23518556402106,,,,,,,,,,,,,,
30.79842721678159,,,,,,,,,,,,,,,
,42.027299224468024,,,,,,,,,,,,,,
-44.330557618792625,,,,,,,,,,,,,,,
,,1165.77392578125,-9.977802983485162e-05,491.8072191160321,2399.5620727539062,1090,0.2,6.575497e-05,0.5140007436275482,-812.5286079553523,-7.921532702445984,0.0,0.0,0.0003,0.9071909785270691
,-20.85671712205721,,,,,,,,,,,,,,
-52.02301054518689,,,,,,,,,,,,,,,
,73.58841705993429,,,,,,,,,,,,,,
69.37209584569084,,,,,,,,,,,,,,,
,109.77852268665961,,,,,,,,,,,,,,
62.27276010587982,,,,,,,,,,,,,,,
,32.30204905729586,,,,,,,,,,,,,,
161.58704744005306,,,,,,,,,,,,,,,
,-42.39405848786238,,,,,,,,,,,,,,
330.8473135212233,,,,,,,,,,,,,,,
,54.811954867958185,,,,,,,,,,,,,,
46.30572150746136,,,,,,,,,,,,,,,
,,3052.399658203125,-6.095697171986103e-05,489.03207539053204,6513.506420898438,1100,0.2,2.2612308e-05,0.20558732748031616,-781.1612139965323,-7.921514940261841,0.0,0.0,0.0003,0.9072242379188538
-35.03758072131677,,,,,,,,,,,,,,,
,-45.38328983332777,,,,,,,,,,,,,,
272.89621695388956,,,,,,,,,,,,,,,
,5.505341300517654,,,,,,,,,,,,,,
-19.088946427304045,,,,,,,,,,,,,,,
,-8.962829912453135,,,,,,,,,,,,,,
26.577987158630528,,,,,,,,,,,,,,,
,-6.522747427994057,,,,,,,,,,,,,,
-7.513329255059401,,,,,,,,,,,,,,,
,43.56662018955969,,,,,,,,,,,,,,
76.06284123700085,,,,,,,,,,,,,,,
,32.936702446838325,,,,,,,,,,,,,,
25.613320723862348,,,,,,,,,,,,,,,
,,2021.3790283203125,-0.0001745323359500617,426.15996256472886,4637.914270019532,1110,0.2,5.8253325e-05,0.32715409994125366,-762.4118184079136,-7.921709108352661,0.0,0.0,0.0003,0.9072265625
,-103.89250899358244,,,,,,,,,,,,,,
-165.51154335275675,,,,,,,,,,,,,,,
,17.228967571503166,,,,,,,,,,,,,,
-57.7608941424081,,,,,,,,,,,,,,,
,480.43372096587916,,,,,,,,,,,,,,
-59.70118143058271,,,,,,,,,,,,,,,
,24.81280559342983,,,,,,,,,,,,,,
-30.82945041925218,,,,,,,,,,,,,,,
,-11.741485631377802,,,,,,,,,,,,,,
2.7568887428314413,,,,,,,,,,,,,,,
,34.64499748635494,,,,,,,,,,,,,,
20.133999354158924,,,,,,,,,,,,,,,
,86.19333241939609,,,,,,,,,,,,,,
,,3425.724853515625,-4.5577803393825886e-05,419.26456377940366,8170.996923828125,1120,0.2,3.1269825e-05,0.20522117614746094,-743.7145032596533,-7.921609210968017,0.0,0.0,0.0003,0.9072156548500061
18.92745792957406,,,,,,,,,,,,,,,
,250.67975051621497,,,,,,,,,,,,,,
-34.565541520943086,,,,,,,,,,,,,,,
,-5.792914981582894,,,,,,,,,,,,,,
-5.368603252879308,,,,,,,,,,,,,,,
,-53.32898470159878,,,,,,,,,,,,,,
45.0107082936362,,,,,,,,,,,,,,,
,35.98014939454421,,,,,,,,,,,,,,
-1.43614569318471,,,,,,,,,,,,,,,
,68.51163577304932,,,,,,,,,,,,,,
69.62505249836357,,,,,,,,,,,,,,,
,66.97068669509028,,,,,,,,,,,,,,
-69.76574037955145,,,,,,,,,,,,,,,
,,2273.18115234375,-0.00021714348113164306,439.89978080260175,4630.441491699219,1130,0.2,8.993097e-05,0.29192835092544556,-749.6684590074234,-7.921755838394165,0.0,0.0,0.0003,0.9072955250740051
,-75.69173610858641,,,,,,,,,,,,,,
63.709295848472074,,,,,,,,,,,,,,,
,32.8605508477195,,,,,,,,,,,,,,
119.64745372744608,,,,,,,,,,,,,,,
,-15.444591250624025,,,,,,,,,,,,,,
11.584139255901437,,,,,,,,,,,,,,,
,6.422170697905469,,,,,,,,,,,,,,
31.261312352635763,,,,,,,,,,,,,,,
,55.489452243900075,,,,,,,,,,,,,,
64.53520363044649,,,,,,,,,,,,,,,
,95.37315943729087,,,,,,,,,,,,,,
194.11245862172444,,,,,,,,,,,,,,,
,-62.59153178363738,,,,,,,,,,,,,,
,,2786.256103515625,7.68207828514278e-06,483.7603857265637,6780.998779296875,1140,0.2,1.8139079e-05,0.21957892179489136,-798.4051028018326,-7.922217917442322,0.0,0.0,0.0003,0.9072886109352112
95.76674056982745,,,,,,,,,,,,,,,
,24.2980006786149,,,,,,,,,,,,,,
-7.304750032710014,,,,,,,,,,,,,,,
,29.069331376742888,,,,,,,,,,,,,,
50.972796608974726,,,,,,,,,,,,,,,
,45.93192922954775,,,,,,,,,,,,,,
-59.2343514788209,,,,,,,,,,,,,,,
,36.33657814792464,,,,,,,,,,,,,,
18.99861901536039,,,,,,,,,,,,,,,
,-2.246876537062408,,,,,,,,,,,,,,
-33.27968551464903,,,,,,,,,,,,,,,
,-10.822448373270586,,,,,,,,,,,,,,
55.027611573842684,,,,,,,,,,,,,,,
,,998.8087158203125,-0.00010608898592181503,496.4273129098883,1957.8960571289062,1150,0.2,5.740291e-05,0.558027595281601,-757.4958014878029,-7.921826958656311,0.0,0.0,0.0003,0.9071990847587585
,35.517539142219036,,,,,,,,,,,,,,
74.53023853927837,,,,,,,,,,,,,,,
,9.44536167645758,,,,,,,,,,,,,,
103.00881734596575,,,,,,,,,,,,,,,
,-69.2624028073261,,,,,,,,,,,,,,
